Date,Stock,Price,Action
2013-11-13,ABS,33.5,SELL
2013-11-20,ABS,33.0,BUY
2013-12-20,ABS,31.0,SELL
2013-12-23,ABS,30.3,BUY
2013-12-27,ABS,32.45,SELL
2014-01-08,ABS,30.65,BUY
2014-01-27,ABS,29.4,SELL
2014-01-30,ABS,29.0,BUY
2014-02-04,ABS,27.5,SELL
2014-02-05,ABS,27.7,BUY
2014-06-06,ABS,37.2,SELL
2014-06-09,ABS,36.8,BUY
2014-06-19,ABS,35.2,SELL
2014-06-20,ABS,35.2,BUY
2014-07-04,ABS,37.0,SELL
2014-07-17,ABS,36.6,BUY
2014-08-04,ABS,38.6,SELL
2014-08-08,ABS,38.65,BUY
2014-09-17,ABS,40.85,SELL
2014-09-23,ABS,41.0,BUY
2014-10-29,ABS,44.5,SELL
2014-11-05,ABS,45.5,BUY
2014-11-25,ABS,48.0,SELL
2014-11-28,ABS,47.3,BUY
2015-01-14,ABS,50.5,SELL
2015-01-22,ABS,49.0,BUY
2015-02-03,ABS,52.5,SELL
2015-02-10,ABS,53.3,BUY
2015-02-16,ABS,60.5,SELL
2015-02-20,ABS,60.5,BUY
2015-03-03,ABS,64.8,SELL
2015-07-10,ABS,61.8,BUY
2015-08-10,ABS,64.55,SELL
2015-11-09,ABS,65.85,BUY
2015-11-16,ABS,62.7,SELL
2015-11-17,ABS,62.9,BUY
2016-01-11,ABS,59.9,SELL
2016-01-27,ABS,53.9,BUY
2016-03-14,ABS,57.25,SELL
2016-03-30,ABS,57.7,BUY
2016-05-05,ABS,55.25,SELL
2016-05-23,ABS,52.1,BUY
2016-06-03,ABS,49.9,SELL
2016-07-26,ABS,50.7,BUY
2016-10-07,ABS,48.5,SELL
2016-10-28,ABS,46.4,BUY
2016-12-02,ABS,44.5,SELL
2017-01-17,ABS,47.95,BUY
2017-02-13,ABS,46.0,SELL
2017-02-14,ABS,47.1,BUY
2017-05-02,ABS,44.4,SELL
2017-05-03,ABS,44.5,BUY
2017-06-05,ABS,42.6,SELL
2017-06-22,ABS,43.2,BUY
2017-08-31,ABS,41.4,SELL
2017-09-05,ABS,41.1,BUY
2017-10-18,ABS,39.35,SELL
2017-10-20,ABS,39.0,BUY
2017-11-21,ABS,37.1,SELL
2018-01-11,ABS,34.45,BUY
2018-01-30,ABS,32.95,SELL
2018-01-31,ABS,32.5,BUY
2018-03-05,ABS,29.8,SELL
2018-03-07,ABS,29.9,BUY
2018-03-20,ABS,28.5,SELL
2018-04-06,ABS,28.7,BUY
2018-05-03,ABS,27.5,SELL
2018-05-08,ABS,27.55,BUY
2018-05-31,ABS,26.3,SELL
2018-06-01,ABS,26.3,BUY
2018-06-25,ABS,25.15,SELL
2018-06-26,ABS,25.15,BUY
2018-07-05,ABS,23.5,SELL
2018-07-06,ABS,23.3,BUY
2018-07-18,ABS,21.5,SELL
2018-07-19,ABS,22.95,BUY
2018-07-20,ABS,22.0,SELL
2018-07-23,ABS,22.5,BUY
2018-09-13,ABS,21.5,SELL
2018-09-14,ABS,21.0,BUY
2018-09-19,ABS,20.1,SELL
2018-09-25,ABS,21.0,BUY
2018-10-10,ABS,20.1,SELL
2018-10-11,ABS,20.05,BUY
2019-02-27,ABS,22.2,SELL
2019-02-28,ABS,21.95,BUY
2019-03-05,ABS,21.0,SELL
2019-03-06,ABS,21.35,BUY
2019-03-15,ABS,20.3,SELL
2019-03-18,ABS,20.6,BUY
2019-04-03,ABS,19.7,SELL
2019-04-04,ABS,20.0,BUY
2019-04-24,ABS,19.2,SELL
2019-04-25,ABS,19.04,BUY
2019-05-27,ABS,18.18,SELL
2019-05-28,ABS,18.16,BUY
2019-06-14,ABS,16.9,SELL
2019-06-17,ABS,17.2,BUY
2019-10-24,ABS,18.5,SELL
2019-10-25,ABS,18.5,BUY
2019-11-14,ABS,17.66,SELL
2019-11-15,ABS,17.62,BUY
2019-12-05,ABS,16.78,SELL
2019-12-06,ABS,17.36,BUY
2019-12-11,ABS,16.36,SELL
2019-12-12,ABS,16.4,BUY
2019-12-17,ABS,15.4,SELL
2019-12-18,ABS,15.5,BUY
2020-05-20,ABS,16.2,SELL
2020-05-22,ABS,15.72,BUY
2020-05-26,ABS,14.5,SELL
2020-05-27,ABS,14.5,BUY
2020-07-23,ABS,10.36,SELL
2020-07-28,ABS,7.74,BUY
2020-08-04,ABS,7.35,SELL
2020-10-14,ABS,12.26,BUY
2020-10-19,ABS,11.68,SELL
2020-10-22,ABS,11.92,BUY
2020-10-26,ABS,11.3,SELL
2020-10-27,ABS,11.4,BUY
2010-02-12,AC,277.5,BUY
2010-02-18,AC,295.0,SELL
2010-02-24,AC,287.5,BUY
2010-04-12,AC,352.5,SELL
2010-04-13,AC,347.5,BUY
2010-04-16,AC,330.0,SELL
2010-04-19,AC,320.0,BUY
2010-08-27,AC,340.0,SELL
2010-08-31,AC,345.0,BUY
2011-01-18,AC,389.8,SELL
2011-01-20,AC,383.0,BUY
2011-01-21,AC,363.8,SELL
2011-01-24,AC,348.0,BUY
2011-02-10,AC,330.0,SELL
2011-02-11,AC,324.4,BUY
2011-06-27,AC,384.0,SELL
2011-06-28,AC,383.4,BUY
2011-06-30,AC,319.0,SELL
2011-07-01,AC,321.0,BUY
2011-08-09,AC,302.0,SELL
2011-08-11,AC,305.2,BUY
2011-09-22,AC,292.0,SELL
2011-09-23,AC,280.0,BUY
2012-02-07,AC,386.0,SELL
2012-02-08,AC,389.0,BUY
2012-06-20,AC,474.0,SELL
2012-06-21,AC,474.0,BUY
2012-07-13,AC,455.0,SELL
2012-07-16,AC,463.4,BUY
2012-07-18,AC,435.0,SELL
2012-07-20,AC,429.8,BUY
2012-07-23,AC,410.2,SELL
2012-07-24,AC,415.0,BUY
2012-12-03,AC,496.0,SELL
2012-12-04,AC,498.0,BUY
2013-01-09,AC,550.0,SELL
2013-01-17,AC,520.5,BUY
2013-02-04,AC,574.0,SELL
2013-02-05,AC,576.0,BUY
2013-03-14,AC,550.0,SELL
2013-04-05,AC,583.0,BUY
2013-05-27,AC,651.0,SELL
2013-05-28,AC,660.0,BUY
2013-05-31,AC,630.0,SELL
2013-06-07,AC,625.0,BUY
2013-06-13,AC,580.0,SELL
2013-06-17,AC,587.5,BUY
2013-06-25,AC,519.0,SELL
2013-06-26,AC,550.0,BUY
2013-08-27,AC,518.0,SELL
2013-08-28,AC,500.0,BUY
2013-10-02,AC,602.0,SELL
2013-10-03,AC,614.0,BUY
2013-11-07,AC,578.0,SELL
2013-11-08,AC,592.5,BUY
2013-11-12,AC,561.0,SELL
2013-11-13,AC,569.5,BUY
2013-12-12,AC,537.5,SELL
2013-12-16,AC,525.0,BUY
2014-05-05,AC,625.0,SELL
2014-05-06,AC,626.0,BUY
2014-05-22,AC,654.0,SELL
2014-05-28,AC,641.0,BUY
2014-08-29,AC,700.5,SELL
2014-09-04,AC,709.0,BUY
2014-10-28,AC,673.0,SELL
2014-10-29,AC,671.5,BUY
2015-03-20,AC,770.0,SELL
2015-03-23,AC,770.0,BUY
2015-05-11,AC,804.5,SELL
2015-05-12,AC,803.0,BUY
2015-06-04,AC,766.5,SELL
2015-06-05,AC,770.5,BUY
2015-08-24,AC,704.5,SELL
2015-08-25,AC,717.0,BUY
2015-11-09,AC,768.0,SELL
2015-11-16,AC,749.0,BUY
2016-01-07,AC,709.0,SELL
2016-01-08,AC,700.0,BUY
2016-01-11,AC,665.0,SELL
2016-01-12,AC,660.0,BUY
2016-01-20,AC,616.0,SELL
2016-01-21,AC,600.0,BUY
2016-03-11,AC,757.0,SELL
2016-03-14,AC,759.5,BUY
2016-05-20,AC,794.0,SELL
2016-05-23,AC,804.0,BUY
2016-05-31,AC,846.5,SELL
2016-06-06,AC,855.0,BUY
2016-06-15,AC,820.0,SELL
2016-06-16,AC,831.0,BUY
2016-07-18,AC,885.0,SELL
2016-09-02,AC,865.0,BUY
2016-11-03,AC,828.0,SELL
2016-11-08,AC,831.0,BUY
2016-11-09,AC,790.0,SELL
2016-11-14,AC,740.0,BUY
2016-12-05,AC,710.0,SELL
2016-12-06,AC,708.0,BUY
2017-01-17,AC,790.0,SELL
2017-01-30,AC,819.5,BUY
2017-02-07,AC,780.0,SELL
2017-02-08,AC,787.5,BUY
2017-03-28,AC,841.0,SELL
2017-04-03,AC,849.0,BUY
2017-05-08,AC,890.0,SELL
2017-06-14,AC,867.5,BUY
2017-09-04,AC,926.0,SELL
2017-09-11,AC,918.0,BUY
2017-09-18,AC,972.0,SELL
2017-09-21,AC,950.0,BUY
2017-10-09,AC,1039.0,SELL
2017-10-19,AC,1116.0,BUY
2017-10-20,AC,1070.0,SELL
2017-10-26,AC,1018.0,BUY
2017-11-03,AC,1061.0,SELL
2017-11-08,AC,1075.0,BUY
2017-11-15,AC,1028.0,SELL
2017-11-21,AC,1019.0,BUY
2018-01-05,AC,1065.0,SELL
2018-01-08,AC,1057.0,BUY
2018-02-06,AC,1005.0,SELL
2018-03-23,AC,918.0,BUY
2018-04-12,AC,978.0,SELL
2018-04-20,AC,919.0,BUY
2018-04-27,AC,960.0,SELL
2018-06-19,AC,910.0,BUY
2018-07-12,AC,966.0,SELL
2018-08-07,AC,1008.0,BUY
2018-08-13,AC,953.5,SELL
2018-08-15,AC,941.0,BUY
2018-08-23,AC,990.0,SELL
2018-09-12,AC,920.0,BUY
2018-10-11,AC,882.0,SELL
2018-12-12,AC,925.0,BUY
2019-01-10,AC,1000.0,SELL
2019-01-11,AC,972.0,BUY
2019-01-16,AC,919.0,SELL
2019-01-25,AC,921.5,BUY
2019-02-15,AC,961.0,SELL
2019-04-23,AC,865.0,BUY
2019-04-30,AC,904.0,SELL
2019-06-03,AC,931.0,BUY
2019-07-22,AC,970.0,SELL
2019-07-26,AC,983.0,BUY
2019-08-05,AC,930.5,SELL
2019-08-08,AC,930.0,BUY
2019-09-04,AC,892.0,SELL
2019-09-06,AC,900.5,BUY
2019-10-02,AC,856.0,SELL
2019-10-04,AC,840.0,BUY
2019-10-14,AC,877.5,SELL
2019-10-16,AC,878.0,BUY
2019-11-12,AC,840.0,SELL
2019-11-14,AC,818.0,BUY
2019-11-26,AC,784.5,SELL
2019-12-02,AC,841.0,BUY
2019-12-11,AC,790.0,SELL
2019-12-18,AC,758.0,BUY
2020-01-10,AC,795.0,SELL
2020-01-16,AC,794.5,BUY
2020-01-20,AC,750.0,SELL
2020-01-23,AC,730.0,BUY
2020-02-26,AC,690.0,SELL
2020-03-03,AC,652.0,BUY
2020-03-09,AC,604.0,SELL
2020-03-10,AC,610.0,BUY
2020-03-13,AC,570.0,SELL
2020-03-16,AC,510.0,BUY
2020-03-19,AC,394.0,SELL
2020-03-20,AC,410.0,BUY
2020-04-01,AC,463.0,SELL
2020-04-02,AC,450.0,BUY
2020-05-05,AC,642.5,SELL
2020-05-07,AC,662.0,BUY
2020-05-08,AC,704.0,SELL
2020-05-11,AC,699.0,BUY
2020-05-15,AC,670.0,SELL
2020-05-18,AC,640.0,BUY
2020-05-27,AC,675.0,SELL
2020-05-28,AC,687.0,BUY
2020-05-29,AC,747.5,SELL
2020-06-02,AC,742.0,BUY
2020-06-04,AC,798.0,SELL
2020-06-08,AC,798.0,BUY
2020-06-15,AC,750.0,SELL
2020-06-16,AC,775.0,BUY
2020-06-19,AC,808.5,SELL
2020-06-22,AC,800.0,BUY
2020-06-29,AC,762.0,SELL
2020-06-30,AC,777.0,BUY
2020-07-10,AC,745.0,SELL
2020-07-16,AC,740.0,BUY
2020-07-27,AC,710.0,SELL
2020-07-28,AC,722.0,BUY
2020-08-13,AC,753.0,SELL
2020-09-07,AC,702.0,BUY
2016-10-12,ACEN,2.17,BUY
2016-11-23,ACEN,2.08,SELL
2016-12-28,ACEN,2.14,BUY
2017-05-12,ACEN,2.14,SELL
2017-05-17,ACEN,2.11,BUY
2017-06-01,ACEN,2.0,SELL
2017-06-05,ACEN,1.97,BUY
2017-08-01,ACEN,1.87,SELL
2017-08-02,ACEN,1.87,BUY
2017-08-11,ACEN,1.76,SELL
2017-08-14,ACEN,1.77,BUY
2017-11-06,ACEN,1.69,SELL
2017-11-07,ACEN,1.68,BUY
2017-11-16,ACEN,1.6,SELL
2017-11-21,ACEN,1.57,BUY
2018-03-23,ACEN,1.5,SELL
2018-03-26,ACEN,1.51,BUY
2018-04-27,ACEN,1.44,SELL
2018-04-30,ACEN,1.48,BUY
2018-05-03,ACEN,1.42,SELL
2018-05-04,ACEN,1.45,BUY
2018-05-29,ACEN,1.39,SELL
2018-05-30,ACEN,1.4,BUY
2018-06-14,ACEN,1.33,SELL
2018-06-18,ACEN,1.3,BUY
2018-06-21,ACEN,1.23,SELL
2018-06-22,ACEN,1.23,BUY
2018-07-27,ACEN,1.18,SELL
2018-07-30,ACEN,1.2,BUY
2018-08-16,ACEN,1.12,SELL
2018-08-17,ACEN,1.07,BUY
2018-08-30,ACEN,1.01,SELL
2018-08-31,ACEN,0.98,BUY
2018-10-05,ACEN,0.94,SELL
2018-10-08,ACEN,0.95,BUY
2018-11-19,ACEN,0.91,SELL
2018-11-20,ACEN,0.93,BUY
2018-12-27,ACEN,1.15,SELL
2019-01-02,ACEN,1.15,BUY
2019-01-14,ACEN,1.37,SELL
2019-01-16,ACEN,1.3,BUY
2019-01-22,ACEN,1.23,SELL
2019-01-23,ACEN,1.29,BUY
2019-02-07,ACEN,1.35,SELL
2019-02-08,ACEN,1.32,BUY
2019-03-27,ACEN,1.41,SELL
2019-03-28,ACEN,1.46,BUY
2019-04-08,ACEN,1.59,SELL
2019-04-16,ACEN,1.51,BUY
2019-04-25,ACEN,1.44,SELL
2019-05-24,ACEN,2.05,BUY
2019-05-28,ACEN,2.22,SELL
2019-06-07,ACEN,2.52,BUY
2019-06-11,ACEN,2.77,SELL
2019-10-17,ACEN,2.81,BUY
2019-11-06,ACEN,2.66,SELL
2019-12-27,ACEN,2.23,BUY
2020-01-08,ACEN,2.33,SELL
2020-01-09,ACEN,2.41,BUY
2020-01-14,ACEN,2.3,SELL
2020-01-15,ACEN,2.32,BUY
2020-01-20,ACEN,2.15,SELL
2020-01-21,ACEN,2.08,BUY
2020-01-31,ACEN,1.98,SELL
2020-02-03,ACEN,2.07,BUY
2020-02-06,ACEN,2.16,SELL
2020-02-11,ACEN,2.09,BUY
2020-03-09,ACEN,1.85,SELL
2020-03-10,ACEN,1.88,BUY
2020-03-12,ACEN,1.55,SELL
2020-03-13,ACEN,1.75,BUY
2020-03-16,ACEN,1.57,SELL
2020-03-24,ACEN,1.53,BUY
2020-03-25,ACEN,1.67,SELL
2020-03-26,ACEN,1.94,BUY
2020-04-17,ACEN,2.13,SELL
2020-04-20,ACEN,2.22,BUY
2020-04-24,ACEN,2.31,SELL
2020-05-14,ACEN,2.28,BUY
2020-05-21,ACEN,2.16,SELL
2020-05-27,ACEN,2.15,BUY
2020-06-09,ACEN,2.3,SELL
2020-06-10,ACEN,2.24,BUY
2020-08-03,ACEN,2.6,SELL
2010-04-30,AEV,16.75,BUY
2010-05-05,AEV,15.75,SELL
2010-05-07,AEV,15.5,BUY
2010-09-20,AEV,24.6,SELL
2010-12-23,AEV,37.75,BUY
2011-01-11,AEV,36.1,SELL
2011-01-12,AEV,35.4,BUY
2011-02-07,AEV,33.5,SELL
2011-02-08,AEV,33.6,BUY
2011-02-21,AEV,38.6,SELL
2011-02-22,AEV,37.7,BUY
2011-03-03,AEV,43.15,SELL
2011-03-07,AEV,42.45,BUY
2011-03-24,AEV,40.75,SELL
2011-03-28,AEV,40.7,BUY
2011-05-06,AEV,37.55,SELL
2011-05-09,AEV,37.5,BUY
2011-09-19,AEV,39.95,SELL
2011-09-20,AEV,39.3,BUY
2011-09-23,AEV,36.8,SELL
2011-09-26,AEV,36.0,BUY
2012-02-09,AEV,42.9,SELL
2012-02-15,AEV,42.7,BUY
2012-05-04,AEV,53.9,SELL
2012-05-25,AEV,49.95,BUY
2012-06-04,AEV,47.85,SELL
2012-06-05,AEV,48.95,BUY
2012-06-15,AEV,45.0,SELL
2012-06-18,AEV,47.75,BUY
2012-10-29,AEV,48.0,SELL
2012-10-30,AEV,48.0,BUY
2013-02-15,AEV,57.8,SELL
2013-02-18,AEV,58.0,BUY
2013-03-20,AEV,54.8,SELL
2013-03-26,AEV,54.75,BUY
2013-06-03,AEV,52.35,SELL
2013-06-04,AEV,54.7,BUY
2013-06-05,AEV,52.0,SELL
2013-06-06,AEV,52.95,BUY
2013-06-13,AEV,47.5,SELL
2013-06-14,AEV,48.6,BUY
2013-06-20,AEV,46.3,SELL
2013-06-21,AEV,44.5,BUY
2013-06-24,AEV,42.5,SELL
2013-06-25,AEV,40.0,BUY
2013-11-08,AEV,49.55,SELL
2013-11-11,AEV,48.5,BUY
2013-11-29,AEV,54.0,SELL
2013-12-27,AEV,54.55,BUY
2014-01-10,AEV,51.5,SELL
2014-01-13,AEV,52.35,BUY
2014-02-04,AEV,50.1,SELL
2014-02-05,AEV,50.55,BUY
2014-02-13,AEV,55.0,SELL
2014-02-14,AEV,55.0,BUY
2014-02-26,AEV,57.45,SELL
2014-04-02,AEV,56.95,BUY
2014-05-30,AEV,54.2,SELL
2014-06-06,AEV,55.2,BUY
2014-10-02,AEV,52.95,SELL
2014-10-03,AEV,53.15,BUY
2014-10-13,AEV,50.6,SELL
2014-10-14,AEV,49.5,BUY
2015-01-23,AEV,55.45,SELL
2015-03-16,AEV,57.4,BUY
2015-06-08,AEV,54.7,SELL
2015-06-09,AEV,54.5,BUY
2015-07-03,AEV,57.0,SELL
2015-07-06,AEV,58.0,BUY
2015-08-24,AEV,53.65,SELL
2015-08-25,AEV,51.95,BUY
2015-09-30,AEV,57.7,SELL
2015-10-01,AEV,56.6,BUY
2016-02-19,AEV,57.3,SELL
2016-02-22,AEV,57.45,BUY
2016-03-03,AEV,60.2,SELL
2016-08-12,AEV,75.0,BUY
2016-09-21,AEV,78.4,SELL
2016-11-17,AEV,73.55,BUY
2016-12-21,AEV,70.15,SELL
2017-01-04,AEV,71.25,BUY
2017-01-09,AEV,74.95,SELL
2017-02-21,AEV,73.8,BUY
2017-04-25,AEV,77.65,SELL
2017-05-25,AEV,76.0,BUY
2017-06-08,AEV,72.75,SELL
2017-06-09,AEV,75.3,BUY
2017-11-03,AEV,72.0,SELL
2017-11-22,AEV,68.8,BUY
2017-12-22,AEV,72.7,SELL
2018-03-20,AEV,69.6,BUY
2018-04-10,AEV,66.0,SELL
2018-04-11,AEV,68.0,BUY
2018-05-03,AEV,63.0,SELL
2018-05-16,AEV,64.5,BUY
2018-05-29,AEV,61.8,SELL
2018-05-30,AEV,59.45,BUY
2018-06-05,AEV,62.55,SELL
2018-06-06,AEV,61.95,BUY
2018-06-21,AEV,57.0,SELL
2018-06-29,AEV,54.5,BUY
2018-07-20,AEV,50.8,SELL
2018-07-23,AEV,51.7,BUY
2018-08-14,AEV,57.6,SELL
2018-08-15,AEV,58.6,BUY
2018-08-17,AEV,56.0,SELL
2018-08-29,AEV,52.5,BUY
2018-09-12,AEV,47.6,SELL
2018-09-13,AEV,49.0,BUY
2018-09-17,AEV,47.0,SELL
2018-09-21,AEV,46.9,BUY
2018-10-30,AEV,44.85,SELL
2018-10-31,AEV,47.0,BUY
2018-11-12,AEV,45.0,SELL
2018-11-13,AEV,45.35,BUY
2018-11-22,AEV,48.7,SELL
2018-11-23,AEV,48.15,BUY
2018-11-26,AEV,53.5,SELL
2018-12-12,AEV,53.9,BUY
2018-12-18,AEV,51.65,SELL
2019-01-04,AEV,57.0,BUY
2019-01-09,AEV,61.0,SELL
2019-03-12,AEV,58.0,BUY
2019-04-10,AEV,60.95,SELL
2019-04-11,AEV,59.2,BUY
2019-04-15,AEV,56.0,SELL
2019-04-17,AEV,55.0,BUY
2019-05-03,AEV,52.0,SELL
2019-05-06,AEV,52.55,BUY
2019-05-10,AEV,48.6,SELL
2019-05-23,AEV,52.3,BUY
2019-05-31,AEV,55.9,SELL
2019-06-03,AEV,55.4,BUY
2019-07-15,AEV,59.5,SELL
2019-07-25,AEV,57.8,BUY
2019-07-30,AEV,53.95,SELL
2019-08-01,AEV,52.5,BUY
2019-08-06,AEV,49.7,SELL
2019-08-08,AEV,49.95,BUY
2019-09-17,AEV,54.75,SELL
2019-10-09,AEV,53.0,BUY
2019-10-31,AEV,55.95,SELL
2019-11-12,AEV,55.0,BUY
2019-11-14,AEV,52.8,SELL
2019-11-18,AEV,51.2,BUY
2019-11-26,AEV,48.95,SELL
2019-11-27,AEV,49.0,BUY
2020-01-02,AEV,52.25,SELL
2020-01-03,AEV,52.35,BUY
2020-01-31,AEV,49.3,SELL
2020-02-03,AEV,49.8,BUY
2020-02-26,AEV,45.4,SELL
2020-02-27,AEV,44.5,BUY
2020-02-28,AEV,42.65,SELL
2020-03-02,AEV,43.05,BUY
2020-03-10,AEV,40.45,SELL
2020-03-11,AEV,39.35,BUY
2020-03-12,AEV,37.7,SELL
2020-03-13,AEV,38.0,BUY
2020-03-16,AEV,35.25,SELL
2020-03-25,AEV,29.1,BUY
2020-07-22,AEV,49.5,SELL
2020-07-24,AEV,50.0,BUY
2020-08-03,AEV,45.6,SELL
2020-08-05,AEV,45.8,BUY
2020-08-19,AEV,49.6,SELL
2020-08-20,AEV,49.8,BUY
2020-08-27,AEV,47.0,SELL
2020-08-28,AEV,48.0,BUY
2020-09-24,AEV,46.0,SELL
2020-09-25,AEV,45.95,BUY
2020-10-08,AEV,44.0,SELL
2020-10-09,AEV,43.7,BUY
2010-02-22,AGI,4.75,BUY
2010-07-07,AGI,5.5,SELL
2010-07-08,AGI,5.6,BUY
2010-10-29,AGI,11.34,SELL
2010-11-11,AGI,11.0,BUY
2010-12-01,AGI,11.76,SELL
2010-12-09,AGI,11.9,BUY
2010-12-16,AGI,10.9,SELL
2010-12-17,AGI,11.04,BUY
2010-12-30,AGI,12.5,SELL
2011-01-04,AGI,12.16,BUY
2011-01-10,AGI,11.32,SELL
2011-01-12,AGI,11.2,BUY
2011-04-28,AGI,12.0,SELL
2011-05-04,AGI,11.6,BUY
2011-05-24,AGI,10.78,SELL
2011-05-25,AGI,10.24,BUY
2011-06-09,AGI,9.81,SELL
2011-07-13,AGI,11.4,BUY
2011-08-08,AGI,10.72,SELL
2011-08-09,AGI,10.24,BUY
2011-09-22,AGI,9.73,SELL
2011-09-23,AGI,9.07,BUY
2011-09-26,AGI,8.42,SELL
2011-09-28,AGI,8.98,BUY
2011-10-04,AGI,8.5,SELL
2011-10-05,AGI,8.63,BUY
2012-02-17,AGI,10.76,SELL
2012-02-20,AGI,10.6,BUY
2012-02-29,AGI,11.44,SELL
2012-03-08,AGI,12.0,BUY
2012-05-03,AGI,13.4,SELL
2012-05-11,AGI,12.9,BUY
2012-05-15,AGI,12.3,SELL
2012-05-16,AGI,11.98,BUY
2012-06-13,AGI,11.42,SELL
2012-06-14,AGI,11.46,BUY
2012-08-14,AGI,10.92,SELL
2012-08-15,AGI,11.06,BUY
2012-09-04,AGI,12.02,SELL
2012-09-05,AGI,12.06,BUY
2012-09-13,AGI,12.78,SELL
2012-10-29,AGI,14.48,BUY
2013-02-08,AGI,20.05,SELL
2013-03-01,AGI,20.25,BUY
2013-03-11,AGI,22.2,SELL
2013-03-21,AGI,19.42,BUY
2013-04-01,AGI,20.9,SELL
2013-07-22,AGI,25.3,BUY
2013-07-25,AGI,27.1,SELL
2013-08-29,AGI,24.65,BUY
2013-09-04,AGI,25.7,SELL
2013-11-25,AGI,24.9,BUY
2013-12-11,AGI,23.5,SELL
2014-05-16,AGI,29.0,BUY
2014-05-22,AGI,30.4,SELL
2014-06-17,AGI,28.45,BUY
2014-07-07,AGI,29.65,SELL
2014-07-31,AGI,26.35,BUY
2014-08-08,AGI,27.85,SELL
2014-09-04,AGI,24.65,BUY
2014-09-25,AGI,26.15,SELL
2014-10-15,AGI,24.8,BUY
2014-11-18,AGI,23.55,SELL
2014-11-19,AGI,23.8,BUY
2014-11-25,AGI,24.9,SELL
2014-12-16,AGI,23.2,BUY
2014-12-17,AGI,22.0,SELL
2014-12-19,AGI,22.15,BUY
2015-01-06,AGI,23.9,SELL
2015-01-23,AGI,24.4,BUY
2015-02-02,AGI,25.5,SELL
2015-03-03,AGI,23.65,BUY
2015-03-10,AGI,24.7,SELL
2015-04-17,AGI,25.55,BUY
2015-04-20,AGI,24.15,SELL
2015-04-21,AGI,24.65,BUY
2015-04-24,AGI,26.2,SELL
2015-05-22,AGI,22.7,BUY
2015-06-09,AGI,21.55,SELL
2015-07-01,AGI,22.3,BUY
2015-07-22,AGI,23.5,SELL
2015-07-28,AGI,22.0,BUY
2015-08-05,AGI,23.05,SELL
2015-08-14,AGI,22.3,BUY
2015-08-19,AGI,20.25,SELL
2015-08-24,AGI,18.9,BUY
2015-09-24,AGI,18.14,SELL
2015-09-28,AGI,16.96,BUY
2015-09-30,AGI,15.32,SELL
2015-10-20,AGI,18.06,BUY
2015-12-04,AGI,17.1,SELL
2015-12-07,AGI,17.1,BUY
2015-12-10,AGI,16.22,SELL
2015-12-11,AGI,15.6,BUY
2016-01-11,AGI,14.6,SELL
2016-01-12,AGI,14.78,BUY
2016-01-18,AGI,13.92,SELL
2016-01-19,AGI,14.06,BUY
